geneID	gff_annotation	gff_annotation2
113019845	trnat-agu	tRNA-Thr
113011810	serpine1	serpin family E member 1
113017574	ap1s1	adaptor related protein complex 1 subunit sigma 1%2C transcript variant X3
113017593	LOC113017593	neurosecretory protein VGF-like
113017808	snapc2	small nuclear RNA activating complex polypeptide 2
113017935	LOC113017935	protein FAM107A-like
113017800	LOC113017800	zinc finger protein 250-like
113017653	LOC113017653	endosialin-like
113017886	LOC113017886	CAAX prenyl protease 2-like
113017818	LOC113017818	E3 ubiquitin-protein ligase pellino homolog 1-like%2C transcript variant X3
113017907	LOC113017907	ras-related protein Rab-1B
113017601	sh3tc1	SH3 domain and tetratricopeptide repeats 1%2C transcript variant X1
113017954	LOC113017954	uncharacterized LOC113017954
113017961	LOC113017961	uncharacterized LOC113017961
113017727	acox3	acyl-CoA oxidase 3%2C pristanoyl%2C transcript variant X2
113017866	nat16	N-acetyltransferase 16 (putative)%2C transcript variant X2
113017774	mtm1	myotubularin 1%2C transcript variant X2
113017658	LOC113017658	myotubularin-related protein 1-like%2C transcript variant X1
113017624	LOC113017624	protein NLRC3-like%2C transcript variant X2
113017899	LOC113017899	uncharacterized LOC113017899
113017969	LOC113017969	uncharacterized LOC113017969%2C transcript variant X2
113017767	LOC113017767	NLR family CARD domain-containing protein 3-like
113017946	LOC113017946	uncharacterized LOC113017946
113017982	LOC113017982	mitogen-activated protein kinase kinase kinase kinase 2-like%2C transcript variant X3
113018006	LOC113018006	mitogen-activated protein kinase kinase kinase kinase 2-like%2C transcript variant X3
113018029	men1	menin 1%2C transcript variant X2
113018043	LOC113018043	reticulon-3-B-like%2C transcript variant X1
113018118	LOC113018118	uncharacterized protein C11orf95 homolog%2C transcript variant X3
113018063	LOC113018063	uncharacterized LOC113018063%2C transcript variant X3
113018158	ecsit	ECSIT signalling integrator
113018091	eml3	echinoderm microtubule associated protein like 3%2C transcript variant X1
113018109	mta2	metastasis associated 1 family member 2
113018170	LOC113018170	mRNA decay activator protein ZFP36L2-like
113018139	taf6l	TATA-box binding protein associated factor 6 like%2C transcript variant X4
113018182	LOC113018182	EH domain-binding protein 1-like protein 1%2C transcript variant X1
113018283	ache	acetylcholinesterase (Cartwright blood group)
113018299	LOC113018299	schwannomin-interacting protein 1-like%2C transcript variant X3
113018295	LOC113018295	P2Y purinoceptor 3-like
113011596	LOC113011596	proline-%2C glutamic acid- and leucine-rich protein 1-like
113018413	LOC113018413	uncharacterized LOC113018413
113018351	LOC113018351	chromatin complexes subunit BAP18-like%2C transcript variant X2
113018365	LOC113018365	ribonuclease kappa-A-like%2C transcript variant X4
113018260	LOC113018260	arachidonate 12-lipoxygenase%2C 12S-type-like%2C transcript variant X3
113018220	LOC113018220	proline-%2C glutamic acid- and leucine-rich protein 1-like
113018390	LOC113018390	CD99 antigen-like protein 2
113018408	LOC113018408	uncharacterized LOC113018408
113018250	LOC113018250	G2/M phase-specific E3 ubiquitin-protein ligase-like
113011607	LOC113011607	uncharacterized LOC113011607
113018229	LOC113018229	protein NLRC3-like%2C transcript variant X1
113018339	LOC113018339	uncharacterized LOC113018339
113011623	LOC113011623	uncharacterized LOC113011623
113018330	LOC113018330	uncharacterized LOC113018330
113018320	LOC113018320	uncharacterized LOC113018320
113018398	LOC113018398	uncharacterized LOC113018398
113011671	LOC113011671	uncharacterized LOC113011671
113011823	LOC113011823	uncharacterized LOC113011823
113011831	LOC113011831	uncharacterized LOC113011831
113011842	LOC113011842	uncharacterized LOC113011842
113011850	LOC113011850	uncharacterized LOC113011850
113011760	LOC113011760	uncharacterized LOC113011760
113018455	LOC113018455	uncharacterized LOC113018455
113011768	LOC113011768	uncharacterized LOC113011768
113018472	LOC113018472	uncharacterized LOC113018472
113011792	LOC113011792	uncharacterized LOC113011792
113018464	LOC113018464	uncharacterized LOC113018464
113018481	LOC113018481	uncharacterized LOC113018481
113018445	LOC113018445	immunoglobulin kappa light chain-like
113018419	LOC113018419	immunoglobulin kappa light chain-like
113018436	LOC113018436	uncharacterized LOC113018436
113011868	LOC113011868	uncharacterized LOC113011868
113011872	LOC113011872	uncharacterized LOC113011872
113011879	LOC113011879	immunoglobulin kappa light chain-like
113011886	LOC113011886	immunoglobulin kappa light chain-like%2C transcript variant X2
113011897	LOC113011897	uncharacterized LOC113011897
113018510	LOC113018510	uncharacterized LOC113018510
113018499	LOC113018499	uncharacterized LOC113018499
113018491	LOC113018491	uncharacterized LOC113018491
113011999	LOC113011999	immunoglobulin kappa light chain-like
113012005	LOC113012005	uncharacterized LOC113012005
113011904	LOC113011904	uncharacterized LOC113011904%2C transcript variant X2
113011914	LOC113011914	uncharacterized LOC113011914
113011920	LOC113011920	uncharacterized LOC113011920%2C transcript variant X2
113012011	LOC113012011	uncharacterized LOC113012011
113011930	LOC113011930	uncharacterized LOC113011930
113011936	LOC113011936	uncharacterized LOC113011936
113011945	LOC113011945	uncharacterized LOC113011945%2C transcript variant X2
113018526	LOC113018526	prostaglandin D2 receptor 2-like
113018527	LOC113018527	probable G-protein coupled receptor 132%2C transcript variant X2
113011963	LOC113011963	placenta-specific gene 8 protein-like%2C transcript variant X1
113011993	LOC113011993	claudin-7-A
113018529	LOC113018529	acetylcholine receptor subunit beta-like
113018530	chrnb1	cholinergic receptor nicotinic beta 1 subunit
113018531	fgf11	fibroblast growth factor 11%2C transcript variant X2
113019803	LOC113019803	U6 spliceosomal RNA
113018532	LOC113018532	protein MB21D2-like%2C transcript variant X1
113018533	tmem256	transmembrane protein 256
113018534	nlgn2	neuroligin 2%2C transcript variant X5
113018535	LOC113018535	golgin subfamily A member 6-like protein 4
113012018	LOC113012018	trichohyalin-like
113018536	LOC113018536	interferon-induced very large GTPase 1-like
113012050	LOC113012050	interferon-induced very large GTPase 1-like
113012059	LOC113012059	interferon-induced very large GTPase 1-like
113018537	LOC113018537	up-regulator of cell proliferation-like
113012135	LOC113012135	up-regulator of cell proliferation-like
113018539	LOC113018539	zinc finger protein 98-like
113018546	LOC113018546	uncharacterized LOC113018546
113018541	LOC113018541	uncharacterized LOC113018541%2C transcript variant X1
113018544	LOC113018544	uncharacterized LOC113018544%2C transcript variant X4
113012212	LOC113012212	up-regulator of cell proliferation-like
113018545	LOC113018545	uncharacterized LOC113018545
113012225	LOC113012225	up-regulator of cell proliferation-like
113018540	LOC113018540	up-regulator of cell proliferation-like%2C transcript variant X6
113012023	LOC113012023	uncharacterized LOC113012023
113018548	pop7	POP7 homolog%2C ribonuclease P/MRP subunit
113018547	epo	erythropoietin%2C transcript variant X3
113012030	ufsp1	UFM1 specific peptidase 1 (inactive)
113012242	LOC113012242	endonuclease domain-containing 1 protein-like
113012257	LOC113012257	endonuclease domain-containing 1 protein-like
113018551	LOC113018551	endonuclease domain-containing 1 protein-like%2C transcript variant X2
113018549	gigyf1	GRB10 interacting GYF protein 1%2C transcript variant X2
113018552	wrap53	WD repeat containing antisense to TP53%2C transcript variant X3
113018554	efnb3	ephrin B3
113018555	LOC113018555	serpin H1-like%2C transcript variant X3
113019902	trnac-gca	tRNA-Cys
113012054	LOC113012054	uncharacterized LOC113012054
113018557	dnah2	dynein axonemal heavy chain 2%2C transcript variant X2
113018558	kdm6b	lysine demethylase 6B
113018562	tmem88	transmembrane protein 88
113018564	LOC113018564	uncharacterized LOC113018564%2C transcript variant X2
113019793	LOC113019793	U1 spliceosomal RNA
113018563	LOC113018563	calcium-binding protein 2-like%2C transcript variant X2
113018560	tdrd7	tudor domain containing 7%2C transcript variant X2
113018559	LOC113018559	dynactin subunit 1-like%2C transcript variant X1
113018561	LOC113018561	PC-esterase domain-containing protein 1A-like%2C transcript variant X1
113018565	LOC113018565	protein fantom-like%2C transcript variant X2
113012066	LOC113012066	E3 ubiquitin-protein ligase TRIM39-like
113012320	LOC113012320	receptor-type tyrosine-protein phosphatase H-like
113012327	LOC113012327	tenascin-X-like
113012360	LOC113012360	receptor-type tyrosine-protein phosphatase H-like
113018567	LOC113018567	protein O-GlcNAcase-like%2C transcript variant X1
113018568	LOC113018568	urea transporter 2-like%2C transcript variant X2
113018569	syt4	synaptotagmin 4
113012475	LOC113012475	Fc receptor-like protein 5
113012102	LOC113012102	trichohyalin-like
113012110	LOC113012110	trichohyalin-like
113013359	LOC113013359	uncharacterized LOC113013359
113018570	LOC113018570	semaphorin-4F-like
113019913	trnaa-cgc	tRNA-Ala
113018571	m1ap	meiosis 1 associated protein%2C transcript variant X2
113019846	trnaa-cgc	tRNA-Ala
113019924	trnaa-cgc	tRNA-Ala
113019847	trnaa-ugc	tRNA-Ala
113018572	dok1	docking protein 1
113012141	nagk	N-acetylglucosamine kinase%2C transcript variant X1
113012158	LOC113012158	uncharacterized LOC113012158%2C transcript variant X1
113018573	paip2b	poly(A) binding protein interacting protein 2B%2C transcript variant X2
113018574	hspa12b	heat shock protein family A (Hsp70) member 12B%2C transcript variant X3
113018575	cct7	chaperonin containing TCP1 subunit 7
113018576	LOC113018576	RING finger protein B-like%2C transcript variant X2
113018577	mark2	microtubule affinity regulating kinase 2%2C transcript variant X1
113018578	rcor2	REST corepressor 2%2C transcript variant X1
113019828	trnal-aag	tRNA-Leu
113018579	naa40	N(alpha)-acetyltransferase 40%2C NatD catalytic subunit
113018580	b3gat3	beta-1%2C3-glucuronyltransferase 3
113018581	LOC113018581	uncharacterized LOC113018581%2C transcript variant X1
113018583	LOC113018583	uncharacterized LOC113018583
113019810	LOC113019810	small nucleolar RNA SNORD29
113019811	LOC113019811	small nucleolar RNA SNORD30
113019814	LOC113019814	small nucleolar RNA SNORD22
113019812	LOC113019812	small nucleolar RNA SNORD31
113019813	LOC113019813	small nucleolar RNA SNORD31
113018582	arl2	ADP ribosylation factor like GTPase 2
113018584	LOC113018584	putative GPI-anchored protein pfl2
113018585	ppp2r5b	protein phosphatase 2 regulatory subunit B'beta
113019848	trnal-aag	tRNA-Leu
113018586	LOC113018586	uncharacterized LOC113018586
113012606	gpha2	glycoprotein hormone alpha 2
113018588	majin	membrane anchored junction protein%2C transcript variant X3
113018587	LOC113018587	uncharacterized oxidoreductase YtbE-like%2C transcript variant X2
113018589	bad	BCL2 associated agonist of cell death
113018591	LOC113018591	sodium/calcium exchanger 1-like%2C transcript variant X1
113018590	LOC113018590	uncharacterized protein K02A2.6-like
113018592	plcb3	phospholipase C beta 3%2C transcript variant X2
113018593	ppp1r14b	protein phosphatase 1 regulatory inhibitor subunit 14B
113018594	LOC113018594	breast cancer metastasis-suppressor 1 homolog
113018595	tmem179b	transmembrane protein 179B
113019839	trnas-gcu	tRNA-Ser
113018596	LOC113018596	uncharacterized LOC113018596
113019851	trnai-aau	tRNA-Ile
113019864	trnai-aau	tRNA-Ile
113018597	snx15	sorting nexin 15
113019849	trnal-aag	tRNA-Leu
113019850	trnal-aag	tRNA-Leu
113019852	trnal-aag	tRNA-Leu
113019853	trnal-aag	tRNA-Leu
113019855	trnam-cau	tRNA-Met
113018613	slc3a2	solute carrier family 3 member 2
113018603	LOC113018603	transcriptional-regulating factor 1-like%2C transcript variant X1
113018601	pc	pyruvate carboxylase%2C transcript variant X1
113018602	LOC113018602	leucine-rich repeat and fibronectin type-III domain-containing protein 4-like%2C transcript variant X2
113018604	LOC113018604	uncharacterized protein K02A2.6-like
113018625	LOC113018625	uncharacterized LOC113018625
113018609	LOC113018609	transmembrane protein 151A-like
113018598	spag17	sperm associated antigen 17%2C transcript variant X2
113019856	trnag-gcc	tRNA-Gly
113019875	trnam-cau	tRNA-Met
113018619	ddit4l	DNA damage inducible transcript 4 like%2C transcript variant X1
113018618	LOC113018618	mucin-5AC-like%2C transcript variant X1
113018612	ppp3ca	protein phosphatase 3 catalytic subunit alpha%2C transcript variant X1
113018620	bank1	B cell scaffold protein with ankyrin repeats 1
113018624	LOC113018624	uncharacterized LOC113018624%2C transcript variant X2
113018611	nfib	nuclear factor I B%2C transcript variant X3
113018617	zdhhc21	zinc finger DHHC-type containing 21%2C transcript variant X2
113018607	plaa	phospholipase A2 activating protein
113018606	haus6	HAUS augmin like complex subunit 6
113019818	LOC113019818	small Cajal body-specific RNA 8
113018599	dennd4c	DENN domain containing 4C%2C transcript variant X2
113018622	LOC113018622	uncharacterized LOC113018622%2C transcript variant X2
113018621	LOC113018621	uncharacterized LOC113018621%2C transcript variant X2
113018623	LOC113018623	uncharacterized LOC113018623
113018616	LOC113018616	borealin-2-like%2C transcript variant X2
113018614	plin2	perilipin 2
113018600	adamtsl1	ADAMTS like 1%2C transcript variant X2
113018605	LOC113018605	NACHT%2C LRR and PYD domains-containing protein 3-like
113019857	trnai-aau	tRNA-Ile
113018610	larp7	La ribonucleoprotein domain family member 7%2C transcript variant X2
113018615	LOC113018615	uncharacterized LOC113018615%2C transcript variant X2
113018608	col25a1	collagen type XXV alpha 1 chain%2C transcript variant X2
113019858	trnar-ccu	tRNA-Arg
113018626	etnppl	ethanolamine-phosphate phospho-lyase
113018627	ostc	oligosaccharyltransferase complex non-catalytic subunit
113018629	rpl34	ribosomal protein L34
113018628	slc24a2	solute carrier family 24 member 2%2C transcript variant X1
113018630	sepsecs	Sep (O-phosphoserine) tRNA:Sec (selenocysteine) tRNA synthase
113018631	lgi2	leucine rich repeat LGI family member 2%2C transcript variant X2
113018633	LOC113018633	uncharacterized LOC113018633
113018632	LOC113018632	uncharacterized LOC113018632%2C transcript variant X1
113012177	LOC113012177	uncharacterized LOC113012177
113012190	LOC113012190	uncharacterized LOC113012190
113018635	LOC113018635	H-2 class II histocompatibility antigen%2C E-S beta chain-like%2C transcript variant X1
113012196	LOC113012196	H-2 class II histocompatibility antigen%2C A-Q alpha chain-like
113018636	LOC113018636	serine/threonine-protein kinase/endoribonuclease IRE1-like
113013481	LOC113013481	uncharacterized LOC113013481
113012202	LOC113012202	uncharacterized LOC113012202
113012711	LOC113012711	probable serine/threonine-protein kinase irlB
113018637	LOC113018637	uncharacterized LOC113018637
113012208	LOC113012208	uncharacterized LOC113012208
113018638	LOC113018638	coiled-coil domain-containing protein 149-like%2C transcript variant X1
113018640	LOC113018640	uncharacterized LOC113018640%2C transcript variant X3
113018639	LOC113018639	pre-mRNA-splicing factor ATP-dependent RNA helicase DHX15-like%2C transcript variant X2
